token,line,column,semantic,controlnum,feature,complexity,section
numList.2,6,18,func_dec->compound->for,1,control,1,0.333
edited.3,12,3,func_dec->compound->for->compound->if->compound->call_exp,2,dec,1,0.667
numList.1,4,44,func_dec,0,dec,2,1.0
