token,line,column,semantic,controlnum,feature,complexity,section
numbers.2,5,18,func_dec->compound->for,1,control,1,0.143
2.1_==.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.286
numbers.2,5,18,func_dec->compound->for,1,control,1,0.429
2.1_==.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.571
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.714
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.857
numbers.2,5,18,func_dec->compound->for,1,control,1,1.0
