token,line,column,semantic,controlnum,feature,complexity,section
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.006
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.012
return.1,4,7,func_dec->compound->switch->compound->case->return,1,return,0,0.018
case.2,5,5,func_dec->compound->switch->compound->case,1,control,0,0.024
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.029
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.035
mystery1.1_long.3,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.041
1.1,5,10,func_dec->compound->switch->compound->case,1,control,0,0.047
operate.1_long.1,1,11,func_dec,0,dec,1,0.053
0.1,3,10,func_dec->compound->switch->compound->case,1,control,0,0.059
1.2,6,14,func_dec->compound->switch->compound->case->return,1,return,0,0.065
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.071
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.076
1.2,6,14,func_dec->compound->switch->compound->case->return,1,return,0,0.082
i.1_int.2,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.088
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.094
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.1
2.1,10,18,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.106
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.112
2.1,10,18,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.118
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.124
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.129
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.135
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.141
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.147
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.153
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.159
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.165
1.2,6,14,func_dec->compound->switch->compound->case->return,1,return,0,0.171
mystery3.2_=.5,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.176
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.182
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.188
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.194
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.2
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.206
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.212
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.218
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.224
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.229
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.235
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.241
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.247
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.253
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.259
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.265
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.271
mystery1.2_=.4,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.276
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.282
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.288
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.294
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.3
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.306
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.312
++i.1_+.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.318
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.324
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.329
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.335
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.341
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.347
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.353
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.359
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.365
n.3,10,23,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.371
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.376
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.382
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.388
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.394
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.4
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.406
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.412
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.418
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.424
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.429
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.435
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.441
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.447
mystery2.2,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.453
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.459
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.465
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.471
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.476
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.482
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.488
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.494
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.5
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.506
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.512
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.518
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.524
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.529
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.535
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.541
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.547
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.553
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.559
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.565
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.571
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.576
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.582
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.588
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.594
2.1,10,18,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.6
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.606
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.612
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.618
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.624
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.629
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.635
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.641
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.647
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.653
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.659
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.665
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.671
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.676
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.682
mystery1.2_=.4,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.688
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.694
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.7
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.706
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.712
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.718
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.724
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.729
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.735
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.741
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.747
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.753
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.759
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.765
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.771
++i.1_+.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.776
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.782
