token,line,column,semantic,controlnum,feature,complexity,section
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.333
0.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.667
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,1.0
