token,line,column,semantic,controlnum,feature,complexity,section
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.2
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.4
numbers.2,5,18,func_dec->compound->for,1,control,1,0.6
numbers.1,3,35,func_dec,0,dec,3,0.8
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0
