token,line,column,semantic,controlnum,feature,complexity,section
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.125
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.25
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.375
numbers.1,3,35,func_dec,0,dec,3,0.5
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.625
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.75
numbers.1,3,35,func_dec,0,dec,3,0.875
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0
