token,line,column,semantic,controlnum,feature,complexity,section
cout.2_Constructor.1,5,8,class_dec->cons->compound->label,0,dec,0,0.077
cout.2,5,8,class_dec->cons->compound->label,0,dec,0,0.154
main.1,9,5,func_dec,0,dec,1,0.231
t2.1_*.1,11,14,func_dec->compound->dec->var_dec,0,dec,1,0.308
t1.1,11,9,func_dec->compound->dec->var_dec,0,dec,1,0.385
cout.2_<<.1,5,8,class_dec->cons->compound->label,0,dec,0,0.462
t2.1_*.1,11,14,func_dec->compound->dec->var_dec,0,dec,1,0.538
Point.1,2,7,class_dec,0,dec,0,0.615
public:.1_public.1,3,3,class_dec->spec_dec,0,dec,0,0.692
return.1,12,3,func_dec->compound->return,0,return,0,0.769
t1.1,11,9,func_dec->compound->dec->var_dec,0,dec,1,0.846
return.1,12,3,func_dec->compound->return,0,return,0,0.923
Point.3,11,9,func_dec->compound->dec->var_dec,0,dec,1,1.0
