token,line,column,semantic,controlnum,feature,complexity,section
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.037
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.074
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.111
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.148
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.185
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.222
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.259
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.296
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.333
0.2,3,11,func_dec->compound->while,1,control,1,0.37
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.407
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.444
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.481
0.1_=.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.519
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.556
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.593
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.63
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.667
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.704
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.741
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.778
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.815
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.852
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.889
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.926
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.963
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,1.0
