token,line,column,semantic,controlnum,feature,complexity,section
num1.5,8,22,func_dec->compound->if->if->compound->return,2,return,3,0.167
num2.1_int.3,2,25,func_dec,0,dec,1,0.333
num2.2,4,16,func_dec->compound->if->compound->return,1,return,1,0.5
if.2,5,11,func_dec->compound->if->if,2,control,1,0.667
return.2,6,9,func_dec->compound->if->if->compound->return,2,return,1,0.833
num1.4,6,16,func_dec->compound->if->if->compound->return,2,return,1,1.0
