token,line,column,semantic,controlnum,feature,complexity,section
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.043
while.1,9,3,func_dec->compound->if->compound->while,2,control,1,0.087
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.13
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.174
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.217
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.261
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.304
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.348
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.391
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.435
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.478
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.522
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.565
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.609
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.652
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.696
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.739
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.783
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.826
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.87
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.913
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.957
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,1.0
