token,line,column,semantic,controlnum,feature,complexity,section,stimuli,pid
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.22,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.226,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.232,13,1
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.238,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.244,13,1
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.25,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.256,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.262,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.268,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.274,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.28,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.286,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.292,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.298,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.304,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.31,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.315,13,1
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.321,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.327,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.333,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.339,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.345,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.351,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.357,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.363,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.369,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.375,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.381,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.387,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.393,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.399,13,1
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.405,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.411,13,1
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.417,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.423,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.429,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.435,13,1
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.44,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.446,13,1
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.452,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.458,13,1
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.464,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.47,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.476,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.482,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.488,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.494,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.5,13,1
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.506,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.512,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.518,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.524,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.53,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.536,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.542,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.548,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.554,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.56,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.565,13,1
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.571,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.577,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.583,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.589,13,1
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.595,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.601,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.607,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.613,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.619,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.625,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.631,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.637,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.643,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.649,13,1
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.655,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.661,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.667,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.673,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.679,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.685,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.69,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.696,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.702,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.708,13,1
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.714,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.72,13,1
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.726,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.732,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.738,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.744,13,1
end.5,11,3,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.75,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.756,13,1
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.762,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.768,13,1
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.774,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.78,13,1
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.786,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.792,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.798,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.804,13,1
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.81,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.815,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.821,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.827,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.833,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.839,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.845,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.851,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.857,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.863,13,1
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.869,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.875,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.881,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.887,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.893,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.899,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.905,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.911,13,1
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.917,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.923,13,1
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.929,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.935,13,1
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.94,13,1
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.946,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.952,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.958,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.964,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.97,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.976,13,1
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.982,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.988,13,1
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.994,13,1
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,1.0,13,1
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.2,13,4
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.4,13,4
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.6,13,4
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.8,13,4
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,1.0,13,4
start.2,6,7,func_dec->compound->if,1,control,1,0.029,13,5
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.059,13,5
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.088,13,5
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.118,13,5
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.147,13,5
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.176,13,5
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.206,13,5
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.235,13,5
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.265,13,5
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.294,13,5
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.324,13,5
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.353,13,5
if.1,6,3,func_dec->compound->if,1,control,1,0.382,13,5
result.1,5,20,func_dec->compound->dec->var_dec,0,dec,1,0.412,13,5
std.1_>.1,3,17,USING_DIRECTIVE->ref,0,dec,0,0.441,13,5
std.3_std::vector<int>.2,5,3,func_dec->compound->dec->var_dec,0,dec,1,0.471,13,5
std.1_>.1,3,17,USING_DIRECTIVE->ref,0,dec,0,0.5,13,5
result.1,5,20,func_dec->compound->dec->var_dec,0,dec,1,0.529,13,5
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.559,13,5
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.588,13,5
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.618,13,5
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.647,13,5
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.676,13,5
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.706,13,5
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.735,13,5
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.765,13,5
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.794,13,5
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.824,13,5
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.853,13,5
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.882,13,5
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.912,13,5
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.941,13,5
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.971,13,5
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,1.0,13,5
std.2_std::vector<int>.1,4,1,func_dec,0,dec,2,0.015,13,7
std.3_std::vector<int>.2,5,3,func_dec->compound->dec->var_dec,0,dec,1,0.03,13,7
std.2_std::vector<int>.1,4,1,func_dec,0,dec,2,0.045,13,7
sequence.1,4,18,func_dec,0,dec,2,0.061,13,7
start.2,6,7,func_dec->compound->if,1,control,1,0.076,13,7
std.1_>.1,3,17,USING_DIRECTIVE->ref,0,dec,0,0.091,13,7
end.2,6,15,func_dec->compound->if,1,control,1,0.106,13,7
std.1_>.1,3,17,USING_DIRECTIVE->ref,0,dec,0,0.121,13,7
end.2,6,15,func_dec->compound->if,1,control,1,0.136,13,7
start.2,6,7,func_dec->compound->if,1,control,1,0.152,13,7
sequence.1,4,18,func_dec,0,dec,2,0.167,13,7
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.182,13,7
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.197,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.212,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.227,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.242,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.258,13,7
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.273,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.288,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.303,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.318,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.333,13,7
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.348,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.364,13,7
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.379,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.394,13,7
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.409,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.424,13,7
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.439,13,7
std.1_>.1,3,17,USING_DIRECTIVE->ref,0,dec,0,0.455,13,7
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.47,13,7
std.1_>.1,3,17,USING_DIRECTIVE->ref,0,dec,0,0.485,13,7
std.3_std::vector<int>.2,5,3,func_dec->compound->dec->var_dec,0,dec,1,0.5,13,7
start.2,6,7,func_dec->compound->if,1,control,1,0.515,13,7
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.53,13,7
std.3_std::vector<int>.2,5,3,func_dec->compound->dec->var_dec,0,dec,1,0.545,13,7
start.2,6,7,func_dec->compound->if,1,control,1,0.561,13,7
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.576,13,7
start.2,6,7,func_dec->compound->if,1,control,1,0.591,13,7
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.606,13,7
std.1_>.1,3,17,USING_DIRECTIVE->ref,0,dec,0,0.621,13,7
result.1,5,20,func_dec->compound->dec->var_dec,0,dec,1,0.636,13,7
sequence.1,4,18,func_dec,0,dec,2,0.652,13,7
std.3_std::vector<int>.2,5,3,func_dec->compound->dec->var_dec,0,dec,1,0.667,13,7
std.2_std::vector<int>.1,4,1,func_dec,0,dec,2,0.682,13,7
std.3_std::vector<int>.2,5,3,func_dec->compound->dec->var_dec,0,dec,1,0.697,13,7
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.712,13,7
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.727,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.742,13,7
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.758,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.773,13,7
diff.1,4,51,func_dec,0,dec,2,0.788,13,7
end.1,4,42,func_dec,0,dec,2,0.803,13,7
diff.1,4,51,func_dec,0,dec,2,0.818,13,7
end.1,4,42,func_dec,0,dec,2,0.833,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.848,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.864,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.879,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.894,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.909,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.924,13,7
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.939,13,7
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.955,13,7
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.97,13,7
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.985,13,7
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,1.0,13,7
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.026,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.051,13,10
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.077,13,10
std.2_std::vector<int>.1,4,1,func_dec,0,dec,2,0.103,13,10
result.1,5,20,func_dec->compound->dec->var_dec,0,dec,1,0.128,13,10
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.154,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.179,13,10
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.205,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.231,13,10
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.256,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.282,13,10
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.308,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.333,13,10
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.359,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.385,13,10
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.41,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.436,13,10
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.462,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.487,13,10
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.513,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.538,13,10
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.564,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.59,13,10
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.615,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.641,13,10
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.667,13,10
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.692,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.718,13,10
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.744,13,10
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.769,13,10
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.795,13,10
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.821,13,10
