token,line,column,semantic,controlnum,feature,complexity,section
mysteryOp.1,1,5,func_dec,0,dec,1,0.002
0.1_=.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.005
mysteryOp.1,1,5,func_dec,0,dec,1,0.007
mysteryOp.1,1,5,func_dec,0,dec,1,0.01
x.1,1,19,func_dec,0,dec,1,0.012
mysteryOp.1,1,5,func_dec,0,dec,1,0.015
>.1,3,9,func_dec->compound->while,1,control,1,0.017
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.02
0.2,3,11,func_dec->compound->while,1,control,1,0.022
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.025
0.2,3,11,func_dec->compound->while,1,control,1,0.027
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.029
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.032
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.034
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.037
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.039
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.042
>.1,3,9,func_dec->compound->while,1,control,1,0.044
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.047
0.2,3,11,func_dec->compound->while,1,control,1,0.049
mysteryOp.1,1,5,func_dec,0,dec,1,0.052
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.054
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.057
0.2,3,11,func_dec->compound->while,1,control,1,0.059
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.061
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.064
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.066
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.069
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.071
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.074
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.076
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.079
x.1,1,19,func_dec,0,dec,1,0.081
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.084
x.1_int.3,1,19,func_dec,0,dec,1,0.086
0.2,3,11,func_dec->compound->while,1,control,1,0.088
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.091
0.2,3,11,func_dec->compound->while,1,control,1,0.093
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.096
0.2,3,11,func_dec->compound->while,1,control,1,0.098
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.101
0.2,3,11,func_dec->compound->while,1,control,1,0.103
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.106
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.108
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.111
0.3_=.2,4,11,func_dec->compound->while->compound->if,2,control,4,0.113
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.115
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.118
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.12
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.123
mysteryOp.1,1,5,func_dec,0,dec,1,0.125
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.128
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.13
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.133
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.135
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.138
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.14
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.143
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.145
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.147
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.15
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.152
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.155
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.157
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.16
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.162
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.165
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.167
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.17
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.172
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.174
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.177
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.179
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.182
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.184
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.187
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.189
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.192
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.194
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.197
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.199
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.201
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.204
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.206
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.209
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.211
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.214
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.216
0.2,3,11,func_dec->compound->while,1,control,1,0.219
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.221
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.224
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.226
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.229
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.231
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.233
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.236
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.238
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.241
