token,line,column,semantic,controlnum,feature,complexity,section,stimuli,pid
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,1
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,1
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,2
terms.1,4,15,func_dec,0,dec,1,0.25,22,3
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,3
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,0.75,22,3
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,3
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,0.5,22,6
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,6
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,7
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,7
0.1_==.1,5,16,func_dec->compound->if,1,control,1,0.333,22,8
0.1,5,16,func_dec->compound->if,1,control,1,0.667,22,8
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,8
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,9
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,10
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,10
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,13
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.333,22,17
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.667,22,17
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,17
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,21
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,22
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,25
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,25
pow.1_std::pow.1,8,10,func_dec->compound->if->compound->return,1,return,4,1.0,22,27
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,28
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,29
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,31
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,0.5,22,32
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,32
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,33
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,1.0,22,33
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,34
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,37
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,40
1.2_-.1,8,44,func_dec->compound->if->compound->return,1,return,4,0.5,22,43
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,43
afunc.2_+.1,8,30,func_dec->compound->if->compound->return,1,return,4,0.25,22,44
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,44
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.75,22,44
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,44
afunc.2_+.1,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,45
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,45
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,46
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,0.5,22,49
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,49
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,50
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,50
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,54
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,0.333,22,55
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.667,22,55
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,1.0,22,55
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.333,22,56
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.667,22,56
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,56
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.5,22,57
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,57
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.2,22,59
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,0.4,22,59
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,0.6,22,59
terms.3,8,22,func_dec->compound->if->compound->return,1,return,4,0.8,22,59
afunc.2,8,30,func_dec->compound->if->compound->return,1,return,4,1.0,22,59
