token,line,column,semantic,controlnum,feature,complexity,section
if.1,3,5,func_dec->compound->if,1,control,1,0.333
afunc.1,2,5,func_dec,0,dec,1,0.667
num1.1,2,15,func_dec,0,dec,1,1.0
