token,line,column,semantic,controlnum,feature,complexity,section,stimuli,pid
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.711,2,1
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.733,2,1
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.756,2,1
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.778,2,1
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.8,2,1
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.822,2,1
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.844,2,1
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.867,2,1
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.889,2,1
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.911,2,1
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.933,2,1
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.956,2,1
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.978,2,1
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,1.0,2,1
y.2,3,9,func_dec->compound->while,1,control,1,0.015,2,2
if.1,4,3,func_dec->compound->while->compound->if,2,control,4,0.03,2,2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.045,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.061,2,2
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.076,2,2
0.2,3,11,func_dec->compound->while,1,control,1,0.091,2,2
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.106,2,2
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.121,2,2
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.136,2,2
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.152,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.167,2,2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.182,2,2
if.1,4,3,func_dec->compound->while->compound->if,2,control,4,0.197,2,2
0.2,3,11,func_dec->compound->while,1,control,1,0.212,2,2
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.227,2,2
0.2,3,11,func_dec->compound->while,1,control,1,0.242,2,2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.258,2,2
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.273,2,2
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.288,2,2
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.303,2,2
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.318,2,2
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.333,2,2
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.348,2,2
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.364,2,2
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.379,2,2
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.394,2,2
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.409,2,2
mysteryOp.1,1,5,func_dec,0,dec,1,0.424,2,2
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.439,2,2
mysteryOp.1,1,5,func_dec,0,dec,1,0.455,2,2
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.47,2,2
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.485,2,2
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.5,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.515,2,2
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.53,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.545,2,2
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.561,2,2
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.576,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.591,2,2
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.606,2,2
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.621,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.636,2,2
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.652,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.667,2,2
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.682,2,2
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.697,2,2
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.712,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.727,2,2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.742,2,2
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.758,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.773,2,2
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.788,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.803,2,2
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.818,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.833,2,2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.848,2,2
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.864,2,2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.879,2,2
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.894,2,2
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.909,2,2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.924,2,2
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.939,2,2
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.955,2,2
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.97,2,2
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.985,2,2
0.3_=.2,4,11,func_dec->compound->while->compound->if,2,control,4,1.0,2,2
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.056,2,4
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.111,2,4
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.167,2,4
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.222,2,4
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.278,2,4
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.333,2,4
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.389,2,4
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.444,2,4
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.5,2,4
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.556,2,4
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.611,2,4
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.667,2,4
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.722,2,4
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.778,2,4
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.833,2,4
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.889,2,4
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.944,2,4
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,1.0,2,4
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.333,2,6
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.667,2,6
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,1.0,2,6
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.008,2,7
mysteryOp.1,1,5,func_dec,0,dec,1,0.015,2,7
x.1,1,19,func_dec,0,dec,1,0.023,2,7
y.1,1,26,func_dec,0,dec,1,0.031,2,7
mysteryOp.1,1,5,func_dec,0,dec,1,0.038,2,7
x.1,1,19,func_dec,0,dec,1,0.046,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.054,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.062,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.069,2,7
x.1,1,19,func_dec,0,dec,1,0.077,2,7
y.1,1,26,func_dec,0,dec,1,0.085,2,7
mysteryOp.1,1,5,func_dec,0,dec,1,0.092,2,7
x.1,1,19,func_dec,0,dec,1,0.1,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.108,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.115,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.123,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.131,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.138,2,7
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.146,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.154,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.162,2,7
x.1,1,19,func_dec,0,dec,1,0.169,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.177,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.185,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.192,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.2,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.208,2,7
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.215,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.223,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.231,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.238,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.246,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.254,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.262,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.269,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.277,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.285,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.292,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.3,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.308,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.315,2,7
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.323,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.331,2,7
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.338,2,7
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.346,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.354,2,7
0.1_=.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.362,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.369,2,7
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.377,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.385,2,7
/=.1_/.1,7,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.392,2,7
x.1,1,19,func_dec,0,dec,1,0.4,2,7
x.1,1,19,func_dec,0,dec,1,0.408,2,7
0.1_=.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.415,2,7
x.1,1,19,func_dec,0,dec,1,0.423,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.431,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.438,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.446,2,7
y.1,1,26,func_dec,0,dec,1,0.454,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.462,2,7
mysteryOp.1,1,5,func_dec,0,dec,1,0.469,2,7
x.1,1,19,func_dec,0,dec,1,0.477,2,7
y.1,1,26,func_dec,0,dec,1,0.485,2,7
y.1,1,26,func_dec,0,dec,1,0.492,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.5,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.508,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.515,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.523,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.531,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.538,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.546,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.554,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.562,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.569,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.577,2,7
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.585,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.592,2,7
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.6,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.608,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.615,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.623,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.631,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.638,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.646,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.654,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.662,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.669,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.677,2,7
y.1,1,26,func_dec,0,dec,1,0.685,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.692,2,7
x.1,1,19,func_dec,0,dec,1,0.7,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.708,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.715,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.723,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.731,2,7
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.738,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.746,2,7
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.754,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.762,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.769,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.777,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.785,2,7
0.2,3,11,func_dec->compound->while,1,control,1,0.792,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.8,2,7
y.1,1,26,func_dec,0,dec,1,0.808,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.815,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.823,2,7
x.1,1,19,func_dec,0,dec,1,0.831,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.838,2,7
x.1,1,19,func_dec,0,dec,1,0.846,2,7
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.854,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.862,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.869,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.877,2,7
y.1,1,26,func_dec,0,dec,1,0.885,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.892,2,7
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.9,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.908,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.915,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.923,2,7
x.1,1,19,func_dec,0,dec,1,0.931,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.938,2,7
x.1_int.3,1,19,func_dec,0,dec,1,0.946,2,7
y.1,1,26,func_dec,0,dec,1,0.954,2,7
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.962,2,7
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.969,2,7
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.977,2,7
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.985,2,7
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.992,2,7
mysteryOp.1,1,5,func_dec,0,dec,1,1.0,2,7
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.018,2,9
x.1_int.3,1,19,func_dec,0,dec,1,0.036,2,9
mysteryOp.1,1,5,func_dec,0,dec,1,0.054,2,9
x.1,1,19,func_dec,0,dec,1,0.071,2,9
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.089,2,9
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.107,2,9
mysteryOp.1,1,5,func_dec,0,dec,1,0.125,2,9
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.143,2,9
x.1,1,19,func_dec,0,dec,1,0.161,2,9
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.179,2,9
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.196,2,9
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.214,2,9
x.1,1,19,func_dec,0,dec,1,0.232,2,9
mysteryOp.1,1,5,func_dec,0,dec,1,0.25,2,9
y.1,1,26,func_dec,0,dec,1,0.268,2,9
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.286,2,9
x.1_int.3,1,19,func_dec,0,dec,1,0.304,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.321,2,9
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.339,2,9
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.357,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.375,2,9
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.393,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.411,2,9
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.429,2,9
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.446,2,9
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.464,2,9
0.2,3,11,func_dec->compound->while,1,control,1,0.482,2,9
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.5,2,9
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.518,2,9
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.536,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.554,2,9
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.571,2,9
y.1,1,26,func_dec,0,dec,1,0.589,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.607,2,9
y.1,1,26,func_dec,0,dec,1,0.625,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.643,2,9
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.661,2,9
y.1,1,26,func_dec,0,dec,1,0.679,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.696,2,9
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.714,2,9
0.2,3,11,func_dec->compound->while,1,control,1,0.732,2,9
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.75,2,9
0.2,3,11,func_dec->compound->while,1,control,1,0.768,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.786,2,9
x.1_int.3,1,19,func_dec,0,dec,1,0.804,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.821,2,9
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.839,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.857,2,9
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.875,2,9
x.1_int.3,1,19,func_dec,0,dec,1,0.893,2,9
y.1,1,26,func_dec,0,dec,1,0.911,2,9
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.929,2,9
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.946,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.964,2,9
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.982,2,9
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,1.0,2,9
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.062,2,10
if.1,4,3,func_dec->compound->while->compound->if,2,control,4,0.125,2,10
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.188,2,10
if.1,4,3,func_dec->compound->while->compound->if,2,control,4,0.25,2,10
*=.1_*.1,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.312,2,10
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.375,2,10
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.438,2,10
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.5,2,10
0.3_=.2,4,11,func_dec->compound->while->compound->if,2,control,4,0.562,2,10
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.625,2,10
0.3_=.2,4,11,func_dec->compound->while->compound->if,2,control,4,0.688,2,10
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.75,2,10
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.812,2,10
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.875,2,10
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.938,2,10
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,1.0,2,10
x.1,1,19,func_dec,0,dec,1,0.025,2,22
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.05,2,22
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.075,2,22
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.1,2,22
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.125,2,22
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.15,2,22
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.175,2,22
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.2,2,22
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.225,2,22
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.25,2,22
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.275,2,22
0.2,3,11,func_dec->compound->while,1,control,1,0.3,2,22
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.325,2,22
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.35,2,22
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.375,2,22
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.4,2,22
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.425,2,22
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.45,2,22
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.475,2,22
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.5,2,22
