token,line,column,semantic,controlnum,feature,complexity,section
0.2,6,19,func_dec->compound->for->compound->if,2,control,5,0.029
num.4_+=.1,7,17,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.059
num.5,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.088
num.3,6,24,func_dec->compound->for->compound->if,2,control,5,0.118
num.5,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.147
num.3,6,24,func_dec->compound->for->compound->if,2,control,5,0.176
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.206
num.5,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.235
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.265
num.6_*.2,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.294
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.324
num.4_+=.1,7,17,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.353
num.5,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.382
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.412
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.441
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.471
0.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.5
numbers.2,5,18,func_dec->compound->for,1,control,1,0.529
2.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.559
num.1,5,12,func_dec->compound->for,1,control,1,0.588
num.5_*.1,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.618
num.5,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.647
2.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.676
num.1,5,12,func_dec->compound->for,1,control,1,0.706
2.1_%.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.735
num.1,5,12,func_dec->compound->for,1,control,1,0.765
num.2,6,8,func_dec->compound->for->compound->if,2,control,5,0.794
0.1_=.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.824
num.1,5,12,func_dec->compound->for,1,control,1,0.853
num.2,6,8,func_dec->compound->for->compound->if,2,control,5,0.882
0.2,6,19,func_dec->compound->for->compound->if,2,control,5,0.912
numbers.2,5,18,func_dec->compound->for,1,control,1,0.941
num.3,6,24,func_dec->compound->for->compound->if,2,control,5,0.971
for.1,5,3,func_dec->compound->for,1,control,1,1.0
