token,line,column,semantic,controlnum,feature,complexity,section
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.021
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.043
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.064
mystery2.1_long.5,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.085
mystery3.1_long.7,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.106
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.128
mystery1.1_long.4,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.149
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.17
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.191
mystery3.1_long.7,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.213
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.234
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.255
mystery1.1_long.3,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.277
mystery2.1_long.5,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.298
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.319
mystery3.1_long.7,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.34
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.362
mystery3.1_long.7,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.383
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.404
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.426
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.447
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.468
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.489
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.511
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.532
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.553
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.574
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.596
n.3,10,23,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.617
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.638
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.66
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.681
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.702
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.723
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.745
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.766
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.787
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.809
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.83
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.851
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.872
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.894
i.1_int.2,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.915
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.936
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.957
mystery3.2_=.5,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.979
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,1.0
