token,line,column,semantic,controlnum,feature,complexity,section
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
