token,line,column,semantic,controlnum,feature,complexity,section
0.3_=.2,4,11,func_dec->compound->while->compound->if,2,control,4,0.014
while.1,3,3,func_dec->compound->while,1,control,1,0.029
y.2,3,9,func_dec->compound->while,1,control,1,0.043
while.1,3,3,func_dec->compound->while,1,control,1,0.058
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.072
x.1_int.3,1,19,func_dec,0,dec,1,0.087
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.101
x.1,1,19,func_dec,0,dec,1,0.116
0.2,3,11,func_dec->compound->while,1,control,1,0.13
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.145
mysteryOp.1,1,5,func_dec,0,dec,1,0.159
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.174
mysteryOp.1,1,5,func_dec,0,dec,1,0.188
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.203
mysteryOp.1,1,5,func_dec,0,dec,1,0.217
while.1,3,3,func_dec->compound->while,1,control,1,0.232
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.246
x.1,1,19,func_dec,0,dec,1,0.261
/=.1_/.1,7,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.275
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.29
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.304
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.319
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.333
0.2,3,11,func_dec->compound->while,1,control,1,0.348
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.362
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.377
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.391
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.406
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.42
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.435
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.449
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.464
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.478
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.493
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.507
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.522
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.536
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.551
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.565
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.58
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.594
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.609
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.623
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.638
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.652
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.667
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.681
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.696
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.71
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.725
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.739
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.754
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.768
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.783
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.797
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.812
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.826
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.841
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.855
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.87
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.884
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.899
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.913
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.928
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.942
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.957
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.971
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.986
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,1.0
