token,line,column,semantic,controlnum,feature,complexity,section
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.04
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.08
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.12
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.16
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.2
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.24
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.28
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.32
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.36
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.4
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.44
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.48
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.52
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.56
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.6
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.64
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.68
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.72
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.76
end.3,9,19,func_dec->compound->if->compound->while,2,control,1,0.8
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.84
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.88
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.92
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.96
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,1.0
