token,line,column,semantic,controlnum,feature,complexity,section,stimuli,pid
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.083,1,1
1.2,2,58,func_dec->compound->dec->var_dec,0,dec,7,0.167,1,1
2.1,2,68,func_dec->compound->dec->var_dec,0,dec,7,0.25,1,1
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.333,1,1
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.417,1,1
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,1
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.583,1,1
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,1
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.75,1,1
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.833,1,1
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.917,1,1
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,1
arr.1_i.2,1,18,func_dec,0,dec,1,0.25,1,2
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,2
arr.1_i.2,1,18,func_dec,0,dec,1,0.75,1,2
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,2
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.067,1,4
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.133,1,4
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.2,1,4
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.267,1,4
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.333,1,4
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.4,1,4
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.467,1,4
arr.1_i.2,1,18,func_dec,0,dec,1,0.533,1,4
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.6,1,4
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.667,1,4
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.733,1,4
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.8,1,4
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.867,1,4
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.933,1,4
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,4
arr.1_i.2,1,18,func_dec,0,dec,1,0.062,1,5
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.125,1,5
arr.1_i.2,1,18,func_dec,0,dec,1,0.188,1,5
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.25,1,5
arr.1_i.2,1,18,func_dec,0,dec,1,0.312,1,5
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.375,1,5
arr.1_i.2,1,18,func_dec,0,dec,1,0.438,1,5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,5
arr.1_i.2,1,18,func_dec,0,dec,1,0.562,1,5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.625,1,5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.688,1,5
arr.1_i.2,1,18,func_dec,0,dec,1,0.75,1,5
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.812,1,5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.875,1,5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.938,1,5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,5
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.067,1,9
size.3,2,51,func_dec->compound->dec->var_dec,0,dec,7,0.133,1,9
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.2,1,9
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.267,1,9
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.333,1,9
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.4,1,9
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.467,1,9
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.533,1,9
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.6,1,9
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,9
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.733,1,9
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.8,1,9
arr.1_i.2,1,18,func_dec,0,dec,1,0.867,1,9
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.933,1,9
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,9
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.333,1,10
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,10
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,10
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,13
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,13
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.125,1,14
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.25,1,14
1.2,2,58,func_dec->compound->dec->var_dec,0,dec,7,0.375,1,14
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,14
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.625,1,14
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.75,1,14
arr.1_i.2,1,18,func_dec,0,dec,1,0.875,1,14
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,14
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.036,1,15
size.3,2,51,func_dec->compound->dec->var_dec,0,dec,7,0.071,1,15
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.107,1,15
arr.3,2,31,func_dec->compound->dec->var_dec,0,dec,7,0.143,1,15
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.179,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.214,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.25,1,15
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.286,1,15
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.321,1,15
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.357,1,15
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.393,1,15
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.429,1,15
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.464,1,15
actualSum.2,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.536,1,15
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.571,1,15
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.607,1,15
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.643,1,15
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.679,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.714,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.75,1,15
