token,line,column,semantic,controlnum,feature,complexity,section,stimuli,pid
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.786,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.821,1,15
arr.1_i.2,1,18,func_dec,0,dec,1,0.857,1,15
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.893,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.929,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.964,1,15
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,15
size.3,2,51,func_dec->compound->dec->var_dec,0,dec,7,0.053,1,17
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.105,1,17
1.3,2,63,func_dec->compound->dec->var_dec,0,dec,7,0.158,1,17
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.211,1,17
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.263,1,17
arr.3,2,31,func_dec->compound->dec->var_dec,0,dec,7,0.316,1,17
arr.1,1,18,func_dec,0,dec,1,0.368,1,17
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.421,1,17
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.474,1,17
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.526,1,17
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.579,1,17
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.632,1,17
arr.1_i.2,1,18,func_dec,0,dec,1,0.684,1,17
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.737,1,17
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.789,1,17
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.842,1,17
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.895,1,17
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.947,1,17
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,17
arr.4,2,47,func_dec->compound->dec->var_dec,0,dec,7,0.042,1,21
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.083,1,21
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.125,1,21
actualSum.1,3,7,func_dec->compound->dec->var_dec,0,dec,0,0.167,1,21
arr.4,2,47,func_dec->compound->dec->var_dec,0,dec,7,0.208,1,21
1.3,2,63,func_dec->compound->dec->var_dec,0,dec,7,0.25,1,21
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.292,1,21
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.333,1,21
expectedSum.2_=.3,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.375,1,21
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.417,1,21
actualSum.1,3,7,func_dec->compound->dec->var_dec,0,dec,0,0.458,1,21
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.5,1,21
actualSum.2,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.542,1,21
actualSum.1_int.6,3,7,func_dec->compound->dec->var_dec,0,dec,0,0.583,1,21
actualSum.2,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.625,1,21
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,21
actualSum.2,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.708,1,21
result.1,7,7,func_dec->compound->dec->var_dec,0,dec,1,0.75,1,21
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.792,1,21
arr.1_i.2,1,18,func_dec,0,dec,1,0.833,1,21
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.875,1,21
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.917,1,21
arr.1_i.2,1,18,func_dec,0,dec,1,0.958,1,21
actualSum.2_-.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,21
size.1,1,29,func_dec,0,dec,1,0.125,1,22
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.25,1,22
arr.1_i.2,1,18,func_dec,0,dec,1,0.375,1,22
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,22
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.625,1,22
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.75,1,22
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.875,1,22
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,22
mystery.1,1,5,func_dec,0,dec,1,0.111,1,23
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.222,1,23
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.333,1,23
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.444,1,23
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.556,1,23
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,23
arr.4,2,47,func_dec->compound->dec->var_dec,0,dec,7,0.778,1,23
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.889,1,23
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,23
arr.1_i.2,1,18,func_dec,0,dec,1,0.1,1,24
mystery.1,1,5,func_dec,0,dec,1,0.2,1,24
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.3,1,24
1.2,2,58,func_dec->compound->dec->var_dec,0,dec,7,0.4,1,24
arr.1_i.2,1,18,func_dec,0,dec,1,0.5,1,24
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.6,1,24
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.7,1,24
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.8,1,24
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.9,1,24
size.3,2,51,func_dec->compound->dec->var_dec,0,dec,7,1.0,1,24
arr.4,2,47,func_dec->compound->dec->var_dec,0,dec,7,0.125,1,25
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.25,1,25
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.375,1,25
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.5,1,25
expectedSum.1,2,7,func_dec->compound->dec->var_dec,0,dec,7,0.625,1,25
size.1,1,29,func_dec,0,dec,1,0.75,1,25
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.875,1,25
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,25
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.2,1,28
arr.1,1,18,func_dec,0,dec,1,0.4,1,28
expectedSum.1,2,7,func_dec->compound->dec->var_dec,0,dec,7,0.6,1,28
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.8,1,28
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,28
arr.1_i.2,1,18,func_dec,0,dec,1,0.077,1,31
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.154,1,31
arr.1_i.2,1,18,func_dec,0,dec,1,0.231,1,31
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.308,1,31
arr.1_i.2,1,18,func_dec,0,dec,1,0.385,1,31
1.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,0.462,1,31
arr.1_i.2,1,18,func_dec,0,dec,1,0.538,1,31
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.615,1,31
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.692,1,31
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.769,1,31
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.846,1,31
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.923,1,31
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,31
size.3,2,51,func_dec->compound->dec->var_dec,0,dec,7,0.036,1,32
arr.1_i.2,1,18,func_dec,0,dec,1,0.071,1,32
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.107,1,32
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.143,1,32
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.179,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.214,1,32
arr.1_i.2,1,18,func_dec,0,dec,1,0.25,1,32
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.286,1,32
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.321,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.357,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.393,1,32
arr.1_i.2,1,18,func_dec,0,dec,1,0.429,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.464,1,32
arr.1_i.2,1,18,func_dec,0,dec,1,0.5,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.536,1,32
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.571,1,32
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.607,1,32
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.643,1,32
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.679,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.714,1,32
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.75,1,32
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.786,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.821,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.857,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.893,1,32
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.929,1,32
mystery.1,1,5,func_dec,0,dec,1,0.964,1,32
mystery.1,1,5,func_dec,0,dec,1,1.0,1,32
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.167,1,33
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.333,1,33
actualSum.2,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,33
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.667,1,33
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.833,1,33
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,33
arr.1_i.2,1,18,func_dec,0,dec,1,0.143,1,35
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.286,1,35
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.429,1,35
arr.1_i.2,1,18,func_dec,0,dec,1,0.571,1,35
actualSum.2_-.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.714,1,35
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.857,1,35
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,35
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.125,1,36
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.25,1,36
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.375,1,36
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,36
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.625,1,36
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.75,1,36
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.875,1,36
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,36
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.111,1,38
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.222,1,38
arr.2,2,21,func_dec->compound->dec->var_dec,0,dec,7,0.333,1,38
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.444,1,38
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.556,1,38
arr.1_i.2,1,18,func_dec,0,dec,1,0.667,1,38
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.778,1,38
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.889,1,38
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,38
actualSum.2_-.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.167,1,40
arr.1_i.2,1,18,func_dec,0,dec,1,0.333,1,40
arr.1,1,18,func_dec,0,dec,1,0.5,1,40
expectedSum.1,2,7,func_dec->compound->dec->var_dec,0,dec,7,0.667,1,40
arr.1_i.2,1,18,func_dec,0,dec,1,0.833,1,40
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,40
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.167,1,44
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.333,1,44
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.5,1,44
arr.1_i.2,1,18,func_dec,0,dec,1,0.667,1,44
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.833,1,44
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,44
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.333,1,46
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,46
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,46
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.333,1,49
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,49
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,49
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.1,1,51
actualSum.1,3,7,func_dec->compound->dec->var_dec,0,dec,0,0.2,1,51
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.3,1,51
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.4,1,51
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,51
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.6,1,51
actualSum.1,3,7,func_dec->compound->dec->var_dec,0,dec,0,0.7,1,51
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.8,1,51
actualSum.2_-.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.9,1,51
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,51
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.083,1,57
1.2,2,58,func_dec->compound->dec->var_dec,0,dec,7,0.167,1,57
arr.1_i.2,1,18,func_dec,0,dec,1,0.25,1,57
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.333,1,57
arr.1_i.2,1,18,func_dec,0,dec,1,0.417,1,57
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,57
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.583,1,57
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,57
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.75,1,57
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.833,1,57
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.917,1,57
1.1_-.1,2,42,func_dec->compound->dec->var_dec,0,dec,7,1.0,1,57
arr.1_i.2,1,18,func_dec,0,dec,1,0.167,1,59
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.333,1,59
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5,1,59
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667,1,59
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.833,1,59
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0,1,59
