token,line,column,semantic,controlnum,feature,complexity,section
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.006
std.2_std::vector<int>.1,4,1,func_dec,0,dec,2,0.012
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.018
end.2,6,15,func_dec->compound->if,1,control,1,0.024
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.03
start.2,6,7,func_dec->compound->if,1,control,1,0.036
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.042
start.2,6,7,func_dec->compound->if,1,control,1,0.048
return.1,7,3,func_dec->compound->if->compound->return,1,return,0,0.054
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.06
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.066
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.072
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.078
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.084
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.09
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.096
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.102
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.108
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.114
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.12
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.126
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.132
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.138
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.144
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.15
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.156
diff.1,4,51,func_dec,0,dec,2,0.162
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.168
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.174
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.18
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.186
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.192
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.198
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.204
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.21
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.216
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.222
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.228
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.234
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.24
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.246
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.251
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.257
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.263
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.269
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.275
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.281
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.287
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.293
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.299
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.305
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.311
end.3_<=.1,9,19,func_dec->compound->if->compound->while,2,control,1,0.317
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.323
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.329
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.335
diff.2_-=.1,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.341
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.347
diff.2,11,10,func_dec->compound->if->compound->while->compound->coumpund_assign->ref_dec,2,dec,1,0.353
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.359
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.365
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.371
end.2,6,15,func_dec->compound->if,1,control,1,0.377
std.3_std::vector<int>.2,5,3,func_dec->compound->dec->var_dec,0,dec,1,0.383
result.2,7,10,func_dec->compound->if->compound->return,1,return,0,0.389
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.395
end.2,6,15,func_dec->compound->if,1,control,1,0.401
start.3,9,10,func_dec->compound->if->compound->while,2,control,1,0.407
result.3,10,3,func_dec->compound->if->compound->while->compound->call_exp,2,dec,1,0.413
