token,line,column,semantic,controlnum,feature,complexity,section
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.034
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.069
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.103
0.1_=.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.138
num.1,5,12,func_dec->compound->for,1,control,1,0.172
0.1_=.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.207
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.241
num.6_*.2,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.276
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.31
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.345
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.379
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.414
num.6_*.2,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.448
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.483
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.517
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.552
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.586
num.6_*.2,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.621
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.655
num.6_*.2,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.69
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.724
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.759
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.793
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.828
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.862
0.1_=.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.897
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.931
numbers.2,5,18,func_dec->compound->for,1,control,1,0.966
0.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,1.0
