token,line,column,semantic,controlnum,feature,complexity,section
switch.1,2,3,func_dec->compound->switch,1,control,1,0.003
operate.1_long.2,1,11,func_dec,0,dec,1,0.005
switch.1,2,3,func_dec->compound->switch,1,control,1,0.008
1.2,6,14,func_dec->compound->switch->compound->case->return,1,return,0,0.01
0.1,3,10,func_dec->compound->switch->compound->case,1,control,0,0.013
n.2,2,11,func_dec->compound->switch,1,control,1,0.015
operate.1,1,11,func_dec,0,dec,1,0.018
return.1,4,7,func_dec->compound->switch->compound->case->return,1,return,0,0.02
0.2,4,14,func_dec->compound->switch->compound->case->return,1,return,0,0.023
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.025
0.2,4,14,func_dec->compound->switch->compound->case->return,1,return,0,0.028
1.2,6,14,func_dec->compound->switch->compound->case->return,1,return,0,0.03
0.2,4,14,func_dec->compound->switch->compound->case->return,1,return,0,0.033
mystery1.1_long.4,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.035
i.1_int.2,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.038
mystery1.1_long.4,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.04
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.043
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.045
1.3,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.048
n.3,10,23,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.05
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.053
2.1,10,18,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.055
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.058
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.06
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.063
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.065
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.068
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.071
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.073
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.076
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.078
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.081
0.3,8,26,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.083
1.3,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.086
0.3,8,26,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.088
n.3,10,23,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.091
0.3,8,26,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.093
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.096
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.098
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.101
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.103
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.106
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.108
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.111
1.3,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.113
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.116
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.118
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.121
1.3_=.2,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.123
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.126
1.3,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.128
0.2,4,14,func_dec->compound->switch->compound->case->return,1,return,0,0.131
1.3,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.134
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.136
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.139
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.141
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.144
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.146
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.149
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.151
