token,line,column,semantic,controlnum,feature,complexity,section
std.3_std::list<int>.2,4,28,func_dec,0,dec,2,0.25
numList.1,4,44,func_dec,0,dec,2,0.5
edited.1,5,17,func_dec->compound->dec->var_dec,0,dec,0,0.75
std.3_std::list<int>.2,4,28,func_dec,0,dec,2,1.0
