token,line,column,semantic,controlnum,feature,complexity,section
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.067
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.133
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.2
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.267
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.333
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.4
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.467
arr.1_i.2,1,18,func_dec,0,dec,1,0.533
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.6
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.667
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.733
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.8
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.867
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.933
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
