token,line,column,semantic,controlnum,feature,complexity,section
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.008
mysteryOp.1,1,5,func_dec,0,dec,1,0.015
x.1,1,19,func_dec,0,dec,1,0.023
y.1,1,26,func_dec,0,dec,1,0.031
mysteryOp.1,1,5,func_dec,0,dec,1,0.038
x.1,1,19,func_dec,0,dec,1,0.046
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.054
0.2,3,11,func_dec->compound->while,1,control,1,0.062
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.069
x.1,1,19,func_dec,0,dec,1,0.077
y.1,1,26,func_dec,0,dec,1,0.085
mysteryOp.1,1,5,func_dec,0,dec,1,0.092
x.1,1,19,func_dec,0,dec,1,0.1
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.108
x.1_int.3,1,19,func_dec,0,dec,1,0.115
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.123
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.131
x.1_int.3,1,19,func_dec,0,dec,1,0.138
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.146
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.154
x.1_int.3,1,19,func_dec,0,dec,1,0.162
x.1,1,19,func_dec,0,dec,1,0.169
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.177
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.185
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.192
0.2,3,11,func_dec->compound->while,1,control,1,0.2
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.208
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.215
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.223
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.231
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.238
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.246
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.254
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.262
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.269
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.277
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.285
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.292
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.3
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.308
0.2,3,11,func_dec->compound->while,1,control,1,0.315
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.323
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.331
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.338
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.346
0.2,3,11,func_dec->compound->while,1,control,1,0.354
0.1_=.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.362
0.2,3,11,func_dec->compound->while,1,control,1,0.369
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.377
0.2,3,11,func_dec->compound->while,1,control,1,0.385
/=.1_/.1,7,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.392
x.1,1,19,func_dec,0,dec,1,0.4
x.1,1,19,func_dec,0,dec,1,0.408
0.1_=.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.415
x.1,1,19,func_dec,0,dec,1,0.423
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.431
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.438
x.1_int.3,1,19,func_dec,0,dec,1,0.446
y.1,1,26,func_dec,0,dec,1,0.454
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.462
mysteryOp.1,1,5,func_dec,0,dec,1,0.469
x.1,1,19,func_dec,0,dec,1,0.477
y.1,1,26,func_dec,0,dec,1,0.485
y.1,1,26,func_dec,0,dec,1,0.492
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.5
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.508
0.2,3,11,func_dec->compound->while,1,control,1,0.515
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.523
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.531
x.1_int.3,1,19,func_dec,0,dec,1,0.538
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.546
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.554
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.562
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.569
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.577
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.585
