token,line,column,semantic,controlnum,feature,complexity,section
1.3_=.2,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.009
0.2,4,14,func_dec->compound->switch->compound->case->return,1,return,0,0.019
operate.1,1,11,func_dec,0,dec,1,0.028
0.2,4,14,func_dec->compound->switch->compound->case->return,1,return,0,0.037
1.2,6,14,func_dec->compound->switch->compound->case->return,1,return,0,0.046
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.056
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.065
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.074
1.3_=.2,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.083
=.1,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.093
1.3_=.2,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.102
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.111
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.12
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.13
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.139
1.3,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.148
0.3,8,26,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.157
1.3_=.2,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.167
=.1,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.176
0.2,4,14,func_dec->compound->switch->compound->case->return,1,return,0,0.185
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.194
1.3_=.2,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.204
n.3,10,23,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.213
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.222
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.231
2.1,10,18,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.241
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.25
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.259
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.269
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.278
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.287
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.296
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.306
mystery2.2,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.315
1.3,9,26,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.324
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.333
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.343
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.352
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.361
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.37
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.38
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.389
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.398
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.407
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.417
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.426
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.435
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.444
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.454
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.463
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.472
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.481
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.491
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.5
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.509
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.519
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.528
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.537
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.546
mystery2.2,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.556
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.565
mystery1.2,11,28,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.574
++i.1,10,26,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.583
mystery3.1,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.593
n.3,10,23,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.602
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.611
