token,line,column,semantic,controlnum,feature,complexity,section
arr.1_i.2,1,18,func_dec,0,dec,1,0.167
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.333
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.5
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.833
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
