token,line,column,semantic,controlnum,feature,complexity,section
>.1,3,9,func_dec->compound->while,1,control,1,0.022
mysteryOp.1,1,5,func_dec,0,dec,1,0.044
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.067
0.2,3,11,func_dec->compound->while,1,control,1,0.089
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.111
0.2,3,11,func_dec->compound->while,1,control,1,0.133
mysteryOp.1_int.1,1,5,func_dec,0,dec,1,0.156
y.1,1,26,func_dec,0,dec,1,0.178
0.2,3,11,func_dec->compound->while,1,control,1,0.2
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.222
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.244
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.267
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.289
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.311
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.333
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.356
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.378
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.4
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.422
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.444
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.467
0.2,3,11,func_dec->compound->while,1,control,1,0.489
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.511
y.2,3,9,func_dec->compound->while,1,control,1,0.533
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.556
y.2,3,9,func_dec->compound->while,1,control,1,0.578
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.6
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.622
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.644
0.1_=.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.667
0.2,3,11,func_dec->compound->while,1,control,1,0.689
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.711
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.733
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.756
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.778
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.8
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.822
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.844
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.867
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.889
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.911
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.933
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.956
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.978
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,1.0
