token,line,column,semantic,controlnum,feature,complexity,section
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.2
numbers.2,5,18,func_dec->compound->for,1,control,1,0.4
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.6
num.5,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.8
num.3,6,24,func_dec->compound->for->compound->if,2,control,5,1.0
