token,line,column,semantic,controlnum,feature,complexity,section
actualSum.2_actualSum.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.333
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.667
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
