token,line,column,semantic,controlnum,feature,complexity,section
cout.2,5,8,class_dec->cons->compound->label,0,dec,0,0.333
t2.1_*.1,11,14,func_dec->compound->dec->var_dec,0,dec,1,0.667
cout.2,5,8,class_dec->cons->compound->label,0,dec,0,1.0
