token,line,column,semantic,controlnum,feature,complexity,section
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.111
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.222
numbers.1,3,35,func_dec,0,dec,3,0.333
numbers.1,3,35,func_dec,0,dec,3,0.444
numbers.1,3,35,func_dec,0,dec,3,0.556
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.667
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.778
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.889
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,1.0
