token,line,column,semantic,controlnum,feature,complexity,section
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.015
0.3,8,26,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.03
return.2,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.045
mystery1.1_long.3,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.061
return.2_default.1,6,7,func_dec->compound->switch->compound->case->return,1,return,0,0.076
mystery1.1_long.3,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.091
1.2,6,14,func_dec->compound->switch->compound->case->return,1,return,0,0.106
mystery1.1_long.4,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.121
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.136
i.1_int.2,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.152
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.167
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.182
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.197
i.1_int.2,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.212
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.227
i.1_int.2,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.242
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.258
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.273
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.288
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.303
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.318
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.333
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.348
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.364
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.379
i.1,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.394
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.409
mystery1.1_long.4,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.424
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.439
i.1_int.2,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.455
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.47
mystery3.1_long.7,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.485
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.5
mystery3.1_long.7,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.515
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.53
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.545
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.561
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.576
i.2,10,21,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.591
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.606
i.1_=.3,10,16,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.621
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.636
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.652
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.667
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.682
mystery3.1_long.7,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.697
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.712
mystery2.1_long.6,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.727
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.742
mystery1.1_long.4,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.758
i.2,10,21,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.773
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.788
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.803
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.818
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.833
=.1_mystery1.3,13,9,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.848
mystery2.3_mystery2.4,15,14,func_dec->compound->switch->compound->return,1,return,0,0.864
mystery3.2,13,18,func_dec->compound->switch->compound->for->compound->bi_op,2,cal,3,0.879
mystery2.3,15,14,func_dec->compound->switch->compound->return,1,return,0,0.894
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.909
2.1,10,18,func_dec->compound->switch->compound->for->bi_op,2,cal,2,0.924
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.939
mystery1.1,8,17,func_dec->compound->switch->compound->default->dec->var_dec,1,dec,0,0.955
mystery2.1,9,17,func_dec->compound->switch->compound->dec->var_dec,1,dec,0,0.97
mystery3.1_long.8,11,19,func_dec->compound->switch->compound->for->compound->dec->var_dec,2,dec,3,0.985
2.1,10,18,func_dec->compound->switch->compound->for->bi_op,2,cal,2,1.0
