token,line,column,semantic,controlnum,feature,complexity,section
public:.1_public.1,3,3,class_dec->spec_dec,0,dec,0,0.067
Point.1,2,7,class_dec,0,dec,0,0.133
public:.1_public.1,3,3,class_dec->spec_dec,0,dec,0,0.2
Point.2_().1,4,3,class_dec->cons,0,dec,1,0.267
t1.1,11,9,func_dec->compound->dec->var_dec,0,dec,1,0.333
return.1,12,3,func_dec->compound->return,0,return,0,0.4
t1.1,11,9,func_dec->compound->dec->var_dec,0,dec,1,0.467
Point.2_().1,4,3,class_dec->cons,0,dec,1,0.533
public:.1_public.1,3,3,class_dec->spec_dec,0,dec,0,0.6
cout.2,5,8,class_dec->cons->compound->label,0,dec,0,0.667
main.1,9,5,func_dec,0,dec,1,0.733
t1.1,11,9,func_dec->compound->dec->var_dec,0,dec,1,0.8
Point.3,11,9,func_dec->compound->dec->var_dec,0,dec,1,0.867
cout.2,5,8,class_dec->cons->compound->label,0,dec,0,0.933
t1.1,11,9,func_dec->compound->dec->var_dec,0,dec,1,1.0
