token,line,column,semantic,controlnum,feature,complexity,section
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.167
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.333
0.2,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.5
arr.1_i.2,1,18,func_dec,0,dec,1,0.667
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.833
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
