token,line,column,semantic,controlnum,feature,complexity,section
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.018
x.1_int.3,1,19,func_dec,0,dec,1,0.036
mysteryOp.1,1,5,func_dec,0,dec,1,0.054
x.1,1,19,func_dec,0,dec,1,0.071
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.089
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.107
mysteryOp.1,1,5,func_dec,0,dec,1,0.125
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.143
x.1,1,19,func_dec,0,dec,1,0.161
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.179
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.196
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.214
x.1,1,19,func_dec,0,dec,1,0.232
mysteryOp.1,1,5,func_dec,0,dec,1,0.25
y.1,1,26,func_dec,0,dec,1,0.268
0.1,2,14,func_dec->compound->dec->var_dec,0,dec,0,0.286
x.1_int.3,1,19,func_dec,0,dec,1,0.304
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.321
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.339
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.357
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.375
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.393
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.411
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.429
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.446
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.464
0.2,3,11,func_dec->compound->while,1,control,1,0.482
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.5
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.518
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.536
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.554
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.571
y.1,1,26,func_dec,0,dec,1,0.589
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.607
y.1,1,26,func_dec,0,dec,1,0.625
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.643
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.661
y.1,1,26,func_dec,0,dec,1,0.679
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.696
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.714
0.2,3,11,func_dec->compound->while,1,control,1,0.732
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.75
0.2,3,11,func_dec->compound->while,1,control,1,0.768
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.786
x.1_int.3,1,19,func_dec,0,dec,1,0.804
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.821
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.839
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.857
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.875
x.1_int.3,1,19,func_dec,0,dec,1,0.893
y.1,1,26,func_dec,0,dec,1,0.911
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.929
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.946
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.964
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.982
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,1.0
