token,line,column,semantic,controlnum,feature,complexity,section
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.167
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.333
actualSum.2,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.5
0.2_arr.5,3,19,func_dec->compound->dec->var_dec,0,dec,0,0.667
expectedSum.2_+=.1,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.833
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
