token,line,column,semantic,controlnum,feature,complexity,section
arr.1_i.2,1,18,func_dec,0,dec,1,0.143
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.286
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.429
arr.1_i.2,1,18,func_dec,0,dec,1,0.571
actualSum.2_-.3,7,30,func_dec->compound->dec->var_dec,0,dec,1,0.714
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,0.857
expectedSum.2,7,16,func_dec->compound->dec->var_dec,0,dec,1,1.0
