token,line,column,semantic,controlnum,feature,complexity,section
b.2_cout.1,3,9,func_dec->compound->bi_op,0,cal,0,0.167
a.2,3,6,func_dec->compound->bi_op,0,cal,0,0.333
a.2,3,6,func_dec->compound->bi_op,0,cal,0,0.5
a.2,3,6,func_dec->compound->bi_op,0,cal,0,0.667
3.1,2,18,func_dec->compound->dec->var_dec,0,dec,0,0.833
main.1,1,5,func_dec,0,dec,1,1.0
