token,line,column,semantic,controlnum,feature,complexity,section
num1.3,4,21,func_dec->compound->if->compound->return,1,return,1,0.333
num1.5,8,22,func_dec->compound->if->if->compound->return,2,return,3,0.667
afunc.2,8,16,func_dec->compound->if->if->compound->return,2,return,3,1.0
