token,line,column,semantic,controlnum,feature,complexity,section
num.1,5,12,func_dec->compound->for,1,control,1,0.25
0.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.5
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.75
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0
