token,line,column,semantic,controlnum,feature,complexity,section
numbers.1,3,35,func_dec,0,dec,3,0.2
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.4
numbers.2,5,18,func_dec->compound->for,1,control,1,0.6
2.1_==.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.8
numbers.2,5,18,func_dec->compound->for,1,control,1,1.0
