token,line,column,semantic,controlnum,feature,complexity,section
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.056
!=.1_%.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.111
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.167
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.222
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.278
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.333
result.1,2,7,func_dec->compound->dec->var_dec,0,dec,0,0.389
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.444
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.5
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.556
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.611
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.667
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.722
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.778
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.833
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.889
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.944
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,1.0
